date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2024-09-05,Italy,Social,Tablet,iOS,3,3.4,3,6526,404,9,12,1
2024-10-14,France,Direct,Desktop,Android,5,7.64,4,1224,257,9,24,8
2024-04-26,Italy,Organic,Mobile,Android,4,5.81,3,5668,828,27,45,5
2025-08-29,Spain,Paid,Desktop,iOS,2,5.64,1,2135,172,3,9,1
2025-07-17,Spain,Paid,Mobile,Android,3,2.38,1,7565,478,8,24,3
2024-08-02,United Kingdom,Referral,Desktop,Others,4,5.06,4,7637,1203,35,87,17
2024-03-11,Italy,Direct,Tablet,iOS,5,6.67,3,1489,294,3,26,4
2024-05-22,Italy,Organic,Desktop,Android,5,7.63,4,8866,1494,9,117,26
2024-09-04,Ireland,Paid,Desktop,iOS,9,5.12,5,6447,725,12,49,11
2025-03-09,France,Organic,Desktop,Android,10,8.13,3,8509,1645,22,131,32
2025-04-04,Italy,Organic,Desktop,iOS,6,7.31,1,4960,891,18,65,11
2025-08-19,Spain,Paid,Desktop,Android,5,4.69,4,8586,797,14,47,5
2025-06-02,Italy,Paid,Mobile,Android,6,4.25,5,9549,631,7,23,1
2025-07-10,Ireland,Paid,Desktop,iOS,3,4.38,2,7246,833,10,61,13
2025-07-03,United Kingdom,Organic,Desktop,Android,6,5.88,3,3929,760,10,64,14
2024-04-21,Spain,Paid,Mobile,Android,4,6.07,1,4090,309,7,15,3
2024-12-29,Germany,Referral,Tablet,Android,7,5.74,6,8734,1188,17,58,11
2025-09-19,Germany,Direct,Mobile Web,Android,12,7.51,11,9459,1640,51,138,37
2025-02-13,United Kingdom,Organic,Mobile,Others,3,2.59,3,10612,1478,43,128,34
2024-04-18,France,Organic,Mobile,Others,4,8.15,4,6472,879,19,56,12
2024-09-21,United Kingdom,Organic,Desktop,iOS,7,4.45,1,2291,489,11,54,14
2025-06-15,Germany,Direct,Desktop,Android,5,8.6,5,5156,1147,31,126,33
2025-08-12,Spain,Paid,Tablet,Android,5,4.53,5,5565,492,7,28,3
2025-01-18,Germany,Direct,Mobile,iOS,6,8.19,4,6594,1408,45,126,36
2025-08-25,Italy,Paid,Desktop,Android,8,6.78,8,6951,831,11,61,8
2024-06-03,Ireland,Organic,Desktop,Android,3,3.82,3,6129,989,21,79,26
2025-05-09,France,Organic,Mobile,Others,3,2.03,1,6783,1069,25,70,17
2025-03-01,United Kingdom,Organic,Desktop,iOS,4,5.8,3,6549,1361,24,153,47
2024-05-25,United Kingdom,Paid,Mobile,Others,5,4.0,1,7412,762,14,37,6
2024-12-17,France,Organic,Mobile,Android,7,5.01,3,6517,922,15,68,16
2025-06-17,Italy,CRM,Desktop,iOS,4,4.48,2,8586,2049,59,222,68
2025-05-02,Italy,Paid,Mobile Web,Android,8,3.24,6,5429,386,11,23,2
2025-04-08,United Kingdom,Direct,Mobile Web,Others,4,6.58,4,9365,1859,35,149,31
2024-11-03,France,Social,Desktop,iOS,2,3.98,1,6097,466,4,18,0
2024-01-24,United Kingdom,Social,Mobile Web,Android,1,2.81,1,5070,295,6,11,0
2024-04-21,France,Social,Mobile,Android,3,2.07,3,1574,66,0,4,1
2024-09-06,Ireland,Paid,Desktop,iOS,6,6.35,2,7583,802,13,46,5
2025-07-19,Spain,Direct,Tablet,Android,3,8.51,1,4956,925,10,75,18
2025-07-27,Germany,Social,Desktop,Android,2,3.88,2,6127,342,6,12,3
2024-08-25,Italy,Organic,Tablet,iOS,7,7.97,4,2199,306,9,27,3
2024-07-09,Italy,Social,Desktop,iOS,2,3.5,1,2186,147,3,3,0
2025-02-09,Ireland,Paid,Tablet,iOS,5,4.88,4,2891,271,5,15,3
2024-07-21,United Kingdom,Organic,Mobile,iOS,5,8.7,5,1405,232,6,14,4
2025-03-15,Italy,Paid,Desktop,Android,3,7.71,3,3510,413,5,20,9
2024-08-07,Italy,Paid,Mobile Web,iOS,3,5.98,1,3204,245,9,6,1
2024-03-05,Germany,Organic,Mobile Web,Android,9,3.56,5,4224,699,15,46,11
2025-07-03,Spain,Referral,Desktop,iOS,12,7.69,2,3110,422,17,31,6
2024-11-29,Germany,Organic,Mobile,Android,3,5.66,2,8239,1245,26,80,15
2024-04-26,Germany,Organic,Desktop,Others,6,5.69,4,2695,483,6,50,12
2025-06-24,France,Direct,Desktop,Android,5,4.66,4,2414,455,8,36,12
2025-09-03,Ireland,Paid,Mobile,Android,1,0.5,1,3250,288,7,12,1
2025-02-05,Italy,Social,Mobile Web,Android,7,3.46,5,5973,213,3,6,1
2024-12-22,Spain,Social,Mobile Web,iOS,5,1.61,1,3582,184,3,8,1
2025-09-24,France,Referral,Mobile,iOS,2,4.54,2,10704,1275,39,76,7
2025-09-21,Germany,Social,Desktop,Android,9,2.65,5,3125,214,10,5,0
2024-05-17,Spain,Paid,Mobile,Android,6,3.26,1,2531,200,5,10,0
2024-09-01,France,Paid,Desktop,iOS,8,5.48,2,8302,771,11,48,10
2024-07-06,France,Paid,Desktop,Android,1,6.58,1,3070,322,8,11,2
2024-05-24,France,Social,Desktop,Android,7,4.68,6,1931,141,4,1,0
2025-03-04,Spain,Organic,Desktop,Android,7,6.99,4,5772,909,13,75,23
2025-08-11,Spain,Referral,Tablet,Android,3,4.15,1,6687,655,18,38,7
2024-07-09,Italy,Paid,Desktop,Android,8,4.14,7,5242,521,14,31,8
2025-07-04,Italy,Organic,Desktop,Others,7,8.91,6,5076,951,15,67,20
2024-06-26,Ireland,Referral,Desktop,Android,6,3.78,6,9229,1202,23,89,17
2025-05-16,Spain,Organic,Mobile,Android,2,3.94,1,7558,1039,8,52,12
2024-07-10,France,Organic,Mobile,Others,5,4.05,2,11171,1473,35,89,13
2025-09-26,France,Social,Mobile Web,iOS,8,2.45,8,3880,227,4,8,0
2024-01-10,United Kingdom,Paid,Mobile,Android,5,4.38,3,2174,199,8,12,2
2024-07-18,Italy,Paid,Mobile Web,iOS,10,4.71,3,6461,578,5,27,3
2025-06-01,Italy,Paid,Mobile,Others,3,2.34,3,5342,347,6,12,1
2025-02-22,Ireland,Referral,Mobile,Others,6,3.24,4,4376,384,8,18,1
2025-03-01,Ireland,Paid,Mobile,Android,2,2.31,2,2802,186,4,11,1
2025-05-15,Ireland,Social,Desktop,iOS,6,4.1,4,5293,357,10,22,4
2025-08-01,Germany,CRM,Mobile,Android,4,2.3,1,1479,353,14,19,7
2024-10-26,United Kingdom,Organic,Mobile,Android,4,6.27,2,8668,1572,21,118,31
2024-08-18,United Kingdom,Paid,Tablet,iOS,2,3.14,2,3000,361,3,19,6
2024-06-21,Spain,Social,Mobile Web,Android,4,4.11,3,7530,298,2,2,1
2025-07-16,Italy,Paid,Mobile,Android,4,4.68,4,6424,446,12,20,4
2025-08-09,Spain,Organic,Mobile,Others,4,6.25,1,8401,1040,11,60,9
2025-07-10,United Kingdom,Organic,Mobile,Android,4,5.95,3,3531,528,6,44,11
2024-02-12,France,Paid,Mobile Web,Android,5,3.67,5,5252,407,6,25,2
2025-07-13,Ireland,Organic,Mobile,Android,9,4.91,8,5745,808,5,43,6
2024-04-14,Germany,Organic,Desktop,iOS,1,6.14,1,1296,330,6,19,7
2024-10-31,Ireland,Direct,Mobile,iOS,5,6.49,2,2547,443,9,30,6
2024-09-26,United Kingdom,Direct,Desktop,Android,5,8.59,4,10309,2398,51,256,74
2025-03-25,France,Referral,Desktop,Android,6,5.57,1,6314,699,18,46,5
2024-08-02,United Kingdom,Paid,Tablet,Android,4,4.6,2,7199,815,18,51,8
2024-12-25,Ireland,Organic,Desktop,Android,5,4.39,5,8080,1384,28,92,18
2025-10-09,Ireland,Social,Mobile,iOS,3,3.71,3,2730,134,2,8,1
2025-09-22,Italy,Paid,Mobile,Android,3,2.31,1,1201,72,0,3,0
2024-07-30,Germany,Referral,Desktop,Android,4,3.04,2,6256,828,18,65,18
2025-06-29,United Kingdom,Referral,Mobile,Android,1,4.81,1,1236,145,5,8,1
2024-11-27,France,Organic,Mobile Web,Android,4,2.95,2,7002,1021,29,57,11
2024-10-23,Ireland,CRM,Desktop,Android,6,5.58,3,7274,1533,18,123,38
2025-06-10,Spain,Social,Tablet,Others,6,3.03,3,1532,89,0,3,0
2024-05-18,Ireland,Organic,Mobile,iOS,4,7.02,1,7814,1120,14,78,15
2024-10-10,Italy,Organic,Tablet,Android,6,9.35,1,3304,455,6,26,9
2024-05-15,Ireland,Paid,Mobile,Android,6,2.99,2,7895,660,12,32,6
2024-11-25,Germany,Paid,Mobile Web,Android,6,2.78,2,1951,151,4,4,0
2025-02-06,Germany,Direct,Desktop,Android,6,7.04,6,8995,2148,43,182,56
2025-08-14,Italy,Paid,Mobile,iOS,9,4.79,3,8033,672,17,33,6
2025-10-04,Ireland,Direct,Tablet,Others,5,6.37,3,5251,929,8,68,16
2025-04-07,Italy,Organic,Mobile,Android,7,5.65,4,7858,1185,9,81,15
2025-02-16,United Kingdom,Organic,Tablet,Android,4,9.79,1,5093,939,7,78,25
2025-01-12,Spain,Organic,Mobile,iOS,5,6.48,3,3024,478,2,30,7
2024-12-01,Italy,Organic,Mobile Web,iOS,2,2.87,2,8044,1131,29,69,11
2024-04-05,Spain,Organic,Tablet,Android,7,7.99,1,5033,737,22,45,4
2025-10-12,Ireland,Organic,Tablet,Android,5,7.4,4,5143,859,23,53,9
2024-03-05,Ireland,Organic,Desktop,Android,8,1.73,6,1652,314,5,25,5
2024-08-11,Spain,Organic,Mobile,Android,5,5.14,4,1147,151,4,7,1
2024-08-04,Italy,Organic,Mobile,iOS,7,6.94,7,4272,640,10,42,9
2024-11-26,Italy,Organic,Mobile,Android,5,2.32,3,7811,1081,22,63,13
2025-07-14,France,Paid,Tablet,Android,5,3.76,3,1371,103,5,6,1
2025-08-02,Spain,Direct,Mobile Web,Android,4,5.79,2,7786,1020,22,74,13
2024-02-19,Italy,Organic,Mobile,iOS,5,3.8,3,5220,815,7,66,16
2025-10-03,United Kingdom,Organic,Mobile,Others,2,6.59,1,5750,1038,20,63,17
2024-05-07,Italy,Organic,Mobile Web,Android,1,4.32,1,10004,1358,32,84,17
2025-04-12,Germany,Organic,Desktop,Android,7,8.22,4,5858,1040,19,80,28
2024-07-26,United Kingdom,Organic,Mobile,iOS,7,6.09,4,11144,2256,34,193,66
2024-11-05,Ireland,Direct,Mobile Web,iOS,6,6.67,2,6270,1036,10,106,22
2024-04-05,Germany,CRM,Mobile Web,Android,5,4.82,3,2757,535,6,37,10
2024-09-13,Ireland,Direct,Desktop,iOS,2,9.29,2,5842,1256,24,115,36
2024-06-18,United Kingdom,Paid,Desktop,Android,4,5.65,3,5377,508,12,36,9
2025-10-02,United Kingdom,Direct,Tablet,Android,3,10.25,2,6414,1442,20,141,35
2025-03-15,France,Organic,Desktop,Others,9,3.23,4,1569,225,4,24,9
2024-04-07,Ireland,Social,Mobile Web,Android,6,3.34,1,1683,79,0,3,0
2025-05-03,United Kingdom,Organic,Mobile,Android,5,4.99,2,1528,236,2,20,9
2025-08-30,United Kingdom,Direct,Desktop,iOS,4,9.03,2,5055,1515,29,163,69
2025-03-31,Germany,Organic,Desktop,iOS,11,6.95,9,5666,1350,44,119,37
2024-12-17,United Kingdom,Referral,Mobile Web,iOS,7,3.56,1,2701,307,9,17,7
2024-05-15,United Kingdom,Referral,Mobile,Android,6,4.73,4,6860,740,9,48,9
2024-08-22,Italy,Referral,Desktop,iOS,3,5.39,1,10327,1292,16,102,17
2024-04-14,Italy,Social,Mobile,iOS,3,3.64,1,9290,478,12,17,1
2025-01-11,United Kingdom,Organic,Desktop,iOS,7,4.8,3,6058,1472,47,152,55
2025-01-26,France,Paid,Mobile Web,Android,6,4.77,2,4914,371,13,18,3
2024-03-11,Germany,Organic,Mobile,Android,5,5.3,2,1459,267,6,17,1
2024-01-09,Spain,Referral,Desktop,Android,5,5.6,5,4358,535,8,39,6
2025-03-26,Spain,Paid,Mobile,Android,5,2.27,2,5610,444,6,26,4
2025-10-05,France,Paid,Desktop,iOS,4,5.11,2,1935,183,1,7,0
2025-02-25,Ireland,Organic,Tablet,iOS,8,2.27,3,3498,627,15,49,11
2025-03-29,Spain,Organic,Desktop,iOS,6,5.77,6,4759,770,13,47,15
2024-04-12,Germany,Social,Desktop,iOS,3,3.11,1,2315,163,2,5,0
2025-08-26,Germany,Paid,Desktop,Others,6,5.22,1,1596,150,5,12,3
2024-12-25,Ireland,Social,Mobile,iOS,3,2.7,2,3567,223,3,6,1
2024-05-23,Italy,Paid,Tablet,iOS,3,6.06,2,3464,389,8,28,10
2024-03-27,Germany,Social,Desktop,iOS,4,2.97,3,5262,448,14,15,3
2025-09-07,Germany,Organic,Desktop,iOS,3,5.94,3,4239,935,13,79,22
2024-01-28,Spain,Organic,Desktop,iOS,8,7.92,5,8875,1806,24,145,36
2024-07-29,Ireland,Social,Mobile,Others,3,2.03,2,1599,93,0,5,0
2024-07-12,Spain,Paid,Tablet,iOS,9,8.14,9,6446,582,14,33,5
2024-10-29,Ireland,Paid,Desktop,Android,5,3.83,4,5333,453,8,19,4
2024-09-02,Ireland,Referral,Tablet,iOS,1,4.14,1,7311,921,26,51,7
2024-04-25,Italy,Organic,Mobile,Android,3,2.52,2,4106,495,9,24,7
2025-10-15,Germany,Social,Desktop,iOS,4,4.28,4,8295,517,5,26,6
2025-06-24,Spain,Organic,Mobile,Android,7,1.31,1,6282,831,19,48,6
2024-11-20,United Kingdom,CRM,Mobile Web,Others,4,5.27,3,8493,1501,23,143,40
2025-08-05,Germany,Paid,Tablet,Android,10,6.09,7,10275,1158,21,61,14
2025-07-13,Italy,Social,Tablet,Android,7,4.92,3,7080,347,3,11,1
2025-04-27,Ireland,Organic,Desktop,Android,7,5.8,2,4800,736,19,50,15
2025-08-24,United Kingdom,Paid,Desktop,Android,5,4.13,1,9449,1017,16,73,16
2024-09-25,United Kingdom,Referral,Desktop,Android,5,2.91,1,8014,924,15,69,16
2024-03-02,Germany,Paid,Tablet,iOS,6,3.91,1,7239,880,17,53,12
2024-10-20,Italy,Direct,Desktop,iOS,6,11.18,5,4466,1017,11,95,29
2025-03-09,Ireland,Referral,Desktop,Android,4,3.01,4,4096,472,12,30,11
2024-03-25,Ireland,Social,Tablet,Android,6,2.84,4,3307,197,8,9,2
2025-07-04,Ireland,Paid,Mobile,Android,6,3.45,5,9080,786,10,32,5
2024-10-11,Spain,Referral,Mobile,Android,4,2.33,2,5751,449,13,19,3
2024-03-21,United Kingdom,Referral,Mobile Web,iOS,7,4.64,3,5584,577,16,42,8
2024-06-08,Spain,Organic,Mobile Web,Android,4,5.19,2,8792,957,18,50,8
2025-02-04,Spain,Referral,Desktop,iOS,7,5.45,3,2205,217,7,12,1
2025-10-20,Spain,Social,Desktop,Android,7,3.95,6,1480,63,0,0,0
2025-03-23,United Kingdom,Organic,Desktop,Android,6,7.23,3,2469,499,7,48,17
2024-02-29,Ireland,Organic,Desktop,iOS,6,10.85,2,5832,1228,28,120,39
2025-03-20,Germany,Referral,Mobile,iOS,9,4.04,2,6797,771,17,51,5
2025-09-18,United Kingdom,Paid,Desktop,iOS,4,6.01,4,10161,1150,28,74,18
2024-11-12,Spain,Direct,Desktop,iOS,2,4.03,1,6239,1501,22,154,42
2024-05-02,Ireland,Social,Mobile,iOS,5,3.61,2,8974,506,8,17,5
2024-01-12,United Kingdom,Social,Tablet,Android,5,4.26,2,7820,440,12,19,1
2024-12-21,Germany,Organic,Mobile Web,iOS,4,8.3,4,8228,1554,45,103,22
2024-06-19,Spain,Organic,Desktop,Android,8,8.64,5,1479,200,5,14,0
2024-10-02,France,Direct,Desktop,Android,8,4.62,3,5498,1259,45,81,27
2024-01-31,Ireland,Social,Desktop,iOS,7,2.8,1,3542,199,4,4,1
2024-10-05,France,Organic,Mobile,Android,5,6.87,4,5457,816,21,38,9
2024-09-26,Spain,Social,Mobile,Android,5,3.82,1,8151,402,3,12,2
2025-05-23,Ireland,Paid,Mobile Web,Android,4,3.65,1,5739,436,13,19,3
2024-02-26,Italy,Direct,Mobile,Android,1,4.88,1,6013,986,11,65,15
2024-06-19,Italy,Paid,Tablet,iOS,5,2.58,5,11070,1064,10,58,12
2024-09-18,France,Organic,Tablet,Android,9,4.34,3,8165,1340,16,107,23
2024-04-28,United Kingdom,Organic,Desktop,Android,3,7.6,3,5172,1096,22,88,29
2024-02-15,Germany,Referral,Mobile,Android,4,3.04,1,5644,668,6,52,10
2024-02-17,United Kingdom,Paid,Desktop,Android,4,6.64,2,2995,344,6,19,8
2025-01-27,Italy,Paid,Mobile,Android,6,6.13,3,4813,363,11,16,1
2024-02-06,Germany,CRM,Mobile,iOS,7,4.3,2,2009,465,6,38,12
2025-03-05,Spain,Direct,Mobile Web,Android,6,6.34,6,8746,1411,38,113,19
2024-09-11,Germany,Organic,Mobile,Android,11,9.01,6,9597,1603,26,106,23
2024-11-23,Italy,Organic,Desktop,iOS,3,7.38,3,7737,1234,13,128,27
2025-08-08,France,Paid,Mobile,iOS,5,4.51,1,1249,102,1,6,1
2025-05-29,France,Organic,Mobile,iOS,5,7.17,1,6070,1029,19,86,15
2024-07-02,Ireland,Organic,Desktop,Others,6,3.74,1,9895,1626,28,111,27
2024-02-17,Germany,Organic,Tablet,Android,5,3.33,5,4620,959,25,76,14
2025-04-21,Italy,Social,Mobile,Android,4,2.07,1,1220,68,2,2,0
2024-12-01,France,Organic,Desktop,Android,1,6.62,1,5455,1011,18,60,15
2025-04-12,United Kingdom,Social,Mobile,Android,3,2.48,3,2183,124,4,2,1
2024-07-24,United Kingdom,Organic,Desktop,iOS,1,10.54,1,6162,1320,14,115,30
2024-11-07,France,Social,Mobile Web,Android,5,2.7,5,7254,283,11,6,1
2025-04-20,Ireland,Organic,Mobile,iOS,9,6.39,4,2460,365,5,26,9
2025-05-20,France,Organic,Mobile,iOS,6,4.91,5,5404,1035,13,82,18
2025-07-13,Germany,Referral,Desktop,iOS,7,4.88,6,6571,1047,10,78,18
2024-01-07,Germany,Paid,Desktop,Others,6,3.01,2,2583,235,10,15,5
2024-08-26,Italy,Paid,Mobile Web,iOS,10,4.4,1,1468,112,2,5,1
2025-10-13,Spain,Direct,Desktop,Android,6,10.09,3,3198,727,12,61,14
2024-12-09,Ireland,Referral,Desktop,iOS,7,6.77,1,9594,1077,11,92,26
2024-11-10,United Kingdom,Paid,Mobile Web,Others,8,2.14,7,3773,277,4,22,3
2025-06-26,United Kingdom,CRM,Mobile,Android,4,3.43,2,6375,1390,18,140,50
2025-05-18,Germany,Referral,Tablet,Android,10,3.07,7,2222,261,2,22,3
2024-10-13,United Kingdom,Organic,Mobile,iOS,4,3.66,2,974,160,7,9,4
2024-08-25,United Kingdom,Paid,Mobile,Android,5,6.43,1,8219,642,26,35,6
2025-01-16,Spain,Paid,Mobile,iOS,5,6.01,4,7836,536,7,18,2
2025-08-17,Italy,Referral,Desktop,Android,5,5.15,1,1337,162,7,8,0
2025-10-14,United Kingdom,Paid,Mobile Web,Android,4,6.48,2,1795,161,4,5,0
2025-08-29,Italy,Paid,Mobile Web,Android,4,5.17,1,2357,199,2,7,1
2025-03-21,Spain,Paid,Mobile,iOS,5,3.38,1,5973,441,10,27,2
2024-08-30,Ireland,Referral,Mobile Web,iOS,6,5.05,2,2026,222,6,10,4
2024-11-18,France,Organic,Mobile,Android,5,9.97,3,11007,1825,50,103,22
2024-11-30,Italy,Paid,Desktop,iOS,7,4.38,6,1470,131,5,4,0
2024-10-05,France,Social,Mobile,Android,5,3.79,4,8816,465,10,19,1
2024-07-26,Germany,Paid,Desktop,Android,3,5.04,1,3463,378,7,36,7
2024-04-21,Germany,Organic,Desktop,iOS,6,6.43,5,5408,1314,40,127,36
2024-06-17,Germany,Organic,Desktop,iOS,2,4.1,1,3514,653,1,80,24
2024-11-17,Italy,Social,Mobile,iOS,5,1.55,4,4968,291,6,11,1
2025-07-02,Italy,Paid,Desktop,Android,6,5.06,1,7005,606,16,24,4
2025-04-07,France,Organic,Mobile,Android,3,4.49,1,8377,1091,9,61,10
2024-09-28,France,Paid,Desktop,Android,5,2.48,4,4128,391,10,22,7
2024-06-10,United Kingdom,Referral,Mobile,Android,6,3.96,1,943,119,1,7,1
2025-09-09,Ireland,Referral,Mobile,iOS,4,1.8,3,3622,319,8,19,3
2024-12-01,United Kingdom,Paid,Desktop,Others,7,1.63,2,7005,763,10,39,7
2024-09-11,Germany,CRM,Mobile Web,Android,7,5.32,1,5829,1320,32,92,31
2025-06-09,France,Paid,Tablet,iOS,5,4.67,4,6373,683,13,37,8
2024-09-23,United Kingdom,Paid,Desktop,Android,2,4.67,2,7222,859,18,72,13
2025-02-18,Germany,Referral,Mobile,iOS,8,5.29,1,4652,565,10,42,9
2025-07-17,Italy,Paid,Mobile,Android,3,6.66,3,4276,333,3,21,1
2025-04-18,Germany,Paid,Desktop,Android,5,4.23,1,4219,502,10,37,10
2024-05-04,United Kingdom,Direct,Mobile,iOS,5,4.86,2,7893,1780,21,161,47
2024-08-15,United Kingdom,Social,Desktop,iOS,3,5.18,1,7878,664,7,32,4
2025-02-14,Germany,Referral,Mobile,Android,7,3.98,2,8456,986,14,78,10
2025-08-19,France,Organic,Desktop,Android,8,7.85,2,1819,346,6,20,9
2024-03-17,Spain,Organic,Mobile,Android,8,5.42,5,1916,273,4,16,4
2024-07-21,United Kingdom,Organic,Mobile,Others,2,5.38,1,3995,565,14,45,10
2024-05-11,Ireland,Organic,Mobile,Android,6,2.67,4,3942,535,5,26,6
2024-12-05,United Kingdom,Referral,Desktop,Others,7,0.82,7,8600,1214,15,91,18
2025-04-17,United Kingdom,Organic,Mobile Web,Android,6,5.77,1,6343,963,33,69,13
2025-08-10,United Kingdom,Organic,Desktop,Android,3,8.32,1,6262,1273,27,110,25
2025-05-23,Italy,Referral,Desktop,Android,5,7.18,4,7278,817,22,42,5
2025-03-12,United Kingdom,Organic,Mobile,Android,2,6.12,2,6528,1070,26,79,13
2024-08-07,Germany,Organic,Tablet,iOS,5,9.01,3,1430,275,8,23,3
2024-10-13,Germany,Direct,Desktop,Others,2,8.0,2,1186,268,3,29,7
2024-02-05,Italy,Paid,Mobile,iOS,7,4.71,2,2321,179,4,10,0
2025-09-23,Spain,Paid,Mobile,Android,3,3.31,3,5014,393,4,15,1
2024-10-29,Germany,Paid,Mobile,Android,6,3.99,6,4683,410,4,20,4
2025-07-17,Italy,CRM,Desktop,Android,4,6.35,4,11184,2908,56,265,71
2024-03-30,Italy,Direct,Desktop,iOS,6,7.8,1,6887,1337,38,142,42
2024-05-20,France,Direct,Tablet,Others,10,6.37,7,3795,797,9,54,19
2025-10-20,Italy,Organic,Mobile,Others,4,6.14,2,1197,176,4,9,1
2025-10-07,Spain,Organic,Mobile Web,iOS,3,7.93,1,2482,354,9,22,2
2025-01-26,Spain,Direct,Desktop,iOS,3,8.28,1,6581,1559,30,147,51
2025-05-06,Ireland,Paid,Mobile,iOS,5,3.06,3,5545,503,7,26,4
2024-12-18,Spain,Organic,Mobile,iOS,4,3.02,4,2924,505,5,43,7
2024-11-25,Spain,Organic,Desktop,Others,6,8.74,5,4996,902,17,55,5
2024-07-03,Italy,Organic,Mobile,Android,4,0.85,3,5212,694,10,40,6
2025-09-03,United Kingdom,Paid,Desktop,Android,2,6.08,2,7636,800,8,49,11
2024-10-14,Germany,Paid,Desktop,Android,5,4.71,1,3206,355,17,19,6
2025-06-26,United Kingdom,Paid,Mobile,iOS,6,4.34,4,2018,252,4,8,0
2024-06-12,France,Paid,Desktop,Android,2,6.69,1,3279,423,15,29,1
2024-09-03,United Kingdom,Social,Mobile,Android,7,3.59,2,5817,322,17,12,0
2024-02-27,France,Organic,Mobile,Android,5,6.12,5,7222,1122,16,78,14
2025-02-01,Germany,Social,Mobile Web,iOS,3,2.44,3,5324,335,9,15,0
2024-06-29,France,Organic,Mobile,Android,6,4.99,2,8442,1151,14,80,16
2025-01-02,Germany,Social,Desktop,Android,4,3.63,3,1588,116,1,5,0
2024-12-26,Spain,Organic,Desktop,Android,5,4.36,1,7447,1391,39,132,33
2024-05-25,Spain,Paid,Mobile,iOS,5,4.92,5,1090,98,1,4,1
2025-05-19,Spain,Paid,Desktop,iOS,5,4.04,2,5391,497,6,32,3
2024-06-28,Spain,Direct,Mobile,iOS,11,6.57,5,4379,768,11,71,17
2024-04-02,Italy,CRM,Desktop,iOS,3,5.92,1,4563,1045,24,125,42
2025-09-08,United Kingdom,Paid,Mobile,iOS,7,5.03,2,9988,903,16,67,11
2025-06-23,Germany,Paid,Mobile,iOS,2,4.93,1,4996,503,3,30,6
2024-12-05,Italy,Organic,Mobile,Others,5,3.01,1,10880,1502,23,68,14
2024-05-13,Spain,Paid,Mobile,Others,7,5.55,2,3700,266,5,16,1
2024-11-27,France,Organic,Mobile,Others,4,5.61,2,7318,1047,18,64,13
2024-05-31,United Kingdom,Referral,Mobile,Android,5,4.26,1,11223,1300,21,83,9
2024-05-25,Spain,Direct,Mobile,Android,3,8.03,3,10388,1699,28,140,22
2025-01-08,United Kingdom,Social,Mobile,Android,5,3.95,5,2532,147,3,5,1
2025-02-09,United Kingdom,Referral,Tablet,iOS,1,3.03,1,6710,1000,9,83,18
2024-12-10,Spain,Organic,Desktop,Others,5,3.64,1,4517,653,10,56,11
2024-05-19,France,Paid,Desktop,iOS,4,5.1,3,6276,662,19,52,15
2025-03-23,Germany,Paid,Mobile,iOS,6,1.3,6,3217,303,12,20,4
2024-11-20,Ireland,Paid,Desktop,Android,3,3.77,2,10551,1162,28,67,8
2024-08-16,Germany,Paid,Desktop,Android,2,6.44,2,7814,777,12,47,7
2024-06-28,Ireland,Paid,Desktop,Android,6,5.95,5,5520,490,7,28,3
2024-10-28,Italy,Organic,Desktop,Android,5,5.87,3,8331,1603,53,123,23
2024-01-02,Germany,CRM,Mobile Web,Android,8,4.62,3,7299,1737,35,140,36
2025-08-04,Ireland,CRM,Mobile,iOS,8,6.25,7,9003,1963,22,148,40
2025-09-08,United Kingdom,Social,Mobile,iOS,3,2.51,1,3254,192,0,3,0
2025-09-18,France,Organic,Mobile,iOS,7,6.43,7,8498,1313,19,99,16
2024-04-16,Germany,Referral,Desktop,iOS,5,6.16,5,2653,399,5,37,11
2024-12-05,Italy,Organic,Mobile Web,Android,5,2.71,2,3355,411,14,22,6
2024-08-31,Ireland,Organic,Mobile,Android,7,9.75,1,10197,1594,38,97,13
2024-06-20,France,Paid,Mobile,iOS,7,2.37,3,2519,252,1,15,5
2025-10-16,Ireland,Organic,Mobile,Others,6,5.71,1,8559,1292,16,87,16
2025-04-02,Ireland,Social,Mobile Web,iOS,10,1.99,6,2160,118,1,5,0
2024-08-02,United Kingdom,Organic,Mobile,iOS,1,5.19,1,3245,651,20,52,18
2024-12-24,Germany,Paid,Mobile,iOS,8,4.34,2,4585,495,14,27,4
2024-01-02,France,Paid,Tablet,iOS,3,4.75,1,3000,294,3,11,2
2025-03-24,United Kingdom,Paid,Desktop,iOS,4,7.08,4,7698,1025,14,57,8
2024-06-19,Ireland,Organic,Mobile Web,iOS,4,5.25,4,4234,525,6,35,6
2025-01-22,Italy,Direct,Mobile,Others,5,5.86,4,11887,1670,39,106,20
2025-01-19,France,Paid,Mobile,iOS,5,3.84,5,4138,385,4,18,3
2025-08-14,United Kingdom,Referral,Mobile Web,Android,5,1.05,4,8417,887,16,53,11
2024-06-15,Ireland,Direct,Mobile,Android,5,6.87,2,2043,362,9,22,6
2024-02-04,Italy,CRM,Mobile,Android,12,2.49,2,6894,1420,35,118,20
2024-11-22,France,Referral,Mobile Web,Android,3,3.86,1,8942,720,10,48,7
2024-03-16,France,Social,Mobile,Android,2,2.83,1,8062,412,13,13,0
2025-01-19,France,Paid,Mobile Web,Android,6,2.55,2,10762,785,14,33,2
